
time,wx,wy,wz,ax,ay,az
0.186,0.01,0.02,0.01,0.01,0.06,0.03
0.19,0.01,0.02,0.01,0.02,0.01,-0.01
0.191,0.01,0.02,0.01,0.02,0.01,-0.01
0.195,0.01,0.02,0.01,0.01,-0.00,-0.07
0.196,0.00,0.02,0.01,0.01,-0.00,-0.07
0.2,0.00,0.02,0.01,0.06,0.03,-0.03
0.202,0.00,0.03,0.01,0.06,0.03,-0.03
0.205,-0.00,0.04,0.01,0.06,0.03,-0.03
0.206,-0.00,0.04,0.01,0.08,0.03,-0.06
0.21,-0.00,0.04,0.01,0.09,0.00,-0.07
0.211,-0.01,0.05,0.00,0.09,0.00,-0.07
0.225,-0.01,0.05,0.00,0.09,-0.02,-0.02
0.226,-0.01,0.06,0.01,0.09,-0.02,-0.02
0.227,-0.00,0.06,0.01,0.09,-0.02,-0.02
0.228,-0.00,0.06,0.01,0.05,0.00,0.00
0.228,-0.00,0.07,0.00,0.05,0.00,0.00
0.229,-0.00,0.07,0.00,0.07,-0.02,0.06
0.23,-0.00,0.07,0.00,0.07,-0.02,0.06
0.232,-0.00,0.07,0.00,0.04,0.00,0.08
0.255,-0.00,0.07,0.00,0.07,-0.00,0.03
0.256,-0.00,0.07,-0.00,0.07,-0.00,0.03
0.257,-0.00,0.08,-0.00,0.07,-0.00,0.03
0.258,-0.00,0.08,-0.00,0.07,-0.02,0.07
0.259,-0.00,0.08,-0.00,0.05,-0.03,0.11
0.26,-0.01,0.08,-0.00,0.05,-0.03,0.11
0.261,0.00,0.09,-0.00,0.05,-0.03,0.11
0.261,0.00,0.09,-0.00,0.02,-0.01,0.15
0.262,0.00,0.09,-0.00,0.01,-0.02,0.18
0.263,0.00,0.09,-0.00,0.01,-0.02,0.18
0.265,0.00,0.09,0.00,0.01,-0.02,0.18
0.266,0.00,0.09,0.00,-0.02,-0.03,0.21
0.267,0.01,0.09,0.00,-0.02,-0.03,0.21
0.269,0.01,0.09,0.00,-0.04,-0.06,0.20
0.271,0.01,0.09,0.00,-0.04,-0.06,0.20
0.272,0.01,0.09,0.00,-0.05,-0.08,0.22
0.275,0.01,0.09,0.00,-0.05,-0.10,0.20
0.277,0.02,0.08,0.01,-0.05,-0.10,0.20
0.284,0.02,0.08,0.01,-0.04,-0.11,0.21
0.286,0.02,0.08,0.01,-0.04,-0.11,0.21
0.287,0.02,0.08,0.01,-0.04,-0.11,0.21
0.288,0.02,0.08,0.01,-0.05,-0.12,0.19
0.29,0.03,0.09,0.01,-0.05,-0.12,0.19
0.291,0.03,0.09,0.01,-0.02,-0.08,0.13
0.295,0.03,0.09,0.01,-0.02,-0.08,0.13
0.296,0.03,0.09,0.01,-0.01,-0.05,0.11
0.301,0.03,0.09,0.01,-0.01,-0.04,0.08
0.302,0.03,0.09,0.01,-0.01,-0.04,0.08
0.305,0.03,0.10,0.01,-0.01,-0.04,0.08
0.306,0.03,0.10,0.01,0.01,-0.01,0.08
0.31,0.04,0.10,0.01,0.01,-0.01,0.08
0.311,0.04,0.10,0.01,0.03,-0.01,0.13
0.316,0.04,0.10,0.01,0.05,0.01,0.11
0.318,0.04,0.10,0.02,0.05,0.01,0.11
0.32,0.04,0.10,0.02,0.04,0.03,0.15
0.321,0.04,0.11,0.02,0.04,0.03,0.15
0.325,0.05,0.11,0.02,0.04,0.03,0.15
0.326,0.05,0.11,0.02,0.03,0.01,0.18
0.331,0.05,0.11,0.02,0.01,0.03,0.19
0.333,0.06,0.11,0.02,0.01,0.03,0.19
0.336,0.06,0.11,0.02,0.01,0.03,0.19
0.336,0.06,0.11,0.02,0.03,0.03,0.21
0.34,0.06,0.11,0.02,0.03,0.03,0.21
0.341,0.06,0.11,0.02,0.03,-0.02,0.22
0.345,0.06,0.11,0.02,0.01,-0.01,0.22
0.346,0.07,0.11,0.02,0.01,-0.01,0.22
0.351,0.07,0.11,0.02,0.02,0.00,0.20
0.352,0.07,0.11,0.02,0.02,0.00,0.20
0.356,0.07,0.11,0.02,-0.01,0.01,0.15
0.356,0.08,0.11,0.02,-0.01,0.01,0.15
0.361,0.08,0.11,0.02,-0.03,-0.00,0.15
0.361,0.08,0.10,0.02,-0.03,-0.00,0.15
0.375,0.08,0.10,0.02,-0.03,-0.00,0.15
0.376,0.08,0.10,0.02,-0.02,-0.02,0.12
0.377,0.08,0.09,0.01,-0.02,-0.02,0.12
0.378,0.08,0.09,0.01,0.00,-0.02,0.10
0.378,0.08,0.09,0.01,0.01,-0.03,0.09
0.379,0.08,0.09,0.01,0.01,-0.03,0.09
0.382,0.08,0.09,0.01,-0.01,0.02,0.04
0.385,0.08,0.09,0.00,-0.01,0.02,0.04
0.387,0.08,0.08,-0.00,-0.01,0.02,0.04
0.388,0.08,0.08,-0.00,0.01,0.00,-0.01
0.391,0.08,0.08,-0.00,-0.01,0.01,-0.01
0.392,0.07,0.09,-0.00,-0.01,0.01,-0.01
0.396,0.07,0.09,-0.00,0.01,0.07,-0.06
0.397,0.07,0.09,-0.01,0.01,0.07,-0.06
0.401,0.07,0.10,-0.01,0.01,0.07,-0.06
0.402,0.07,0.10,-0.01,0.03,0.10,-0.09
0.406,0.07,0.10,-0.01,0.07,0.09,-0.05
0.407,0.07,0.11,-0.01,0.07,0.09,-0.05
0.411,0.07,0.11,-0.01,0.04,0.12,0.04
0.412,0.07,0.11,-0.01,0.04,0.12,0.04
0.417,0.07,0.11,-0.01,0.03,0.11,0.03
0.418,0.06,0.12,-0.02,0.03,0.11,0.03
0.421,0.06,0.12,-0.02,0.03,0.11,0.03
0.422,0.06,0.12,-0.02,0.04,0.16,0.05
0.426,0.06,0.12,-0.02,0.02,0.17,0.04
0.427,0.06,0.12,-0.02,0.02,0.17,0.04
0.434,0.05,0.11,-0.03,0.02,0.17,0.04
0.436,0.05,0.11,-0.03,0.02,0.13,0.05
0.436,0.05,0.11,-0.03,0.02,0.11,0.07
0.437,0.05,0.11,-0.03,0.02,0.11,0.07
0.441,0.05,0.11,-0.03,-0.00,0.13,0.07
0.442,0.05,0.10,-0.04,-0.00,0.13,0.07
0.446,0.04,0.09,-0.04,-0.00,0.13,0.07
0.447,0.04,0.09,-0.04,-0.01,0.11,0.07
0.452,0.04,0.09,-0.04,0.03,0.06,0.07
0.453,0.04,0.09,-0.04,0.03,0.06,0.07
0.456,0.04,0.09,-0.04,0.04,0.04,0.09
0.457,0.03,0.08,-0.04,0.04,0.04,0.09
0.461,0.03,0.08,-0.04,0.09,0.05,0.11
0.462,0.03,0.08,-0.05,0.09,0.05,0.11
0.467,0.03,0.07,-0.05,0.09,0.05,0.11
0.469,0.03,0.07,-0.05,0.01,0.02,0.01
0.471,0.03,0.07,-0.06,0.01,0.02,0.01
0.473,0.03,0.07,-0.06,0.01,0.03,0.03
0.477,0.03,0.07,-0.06,-0.02,0.04,0.01
0.478,0.03,0.07,-0.06,-0.02,0.04,0.01
0.483,0.03,0.07,-0.06,-0.04,0.03,0.03
0.484,0.02,0.08,-0.06,-0.04,0.03,0.03
0.501,0.02,0.08,-0.05,-0.04,0.03,0.03
0.503,0.02,0.08,-0.05,-0.03,0.01,0.10
0.504,0.02,0.08,-0.05,-0.03,0.01,0.10
0.506,0.02,0.08,-0.05,-0.08,-0.03,0.09
0.507,0.01,0.07,-0.05,-0.08,-0.03,0.09
0.508,0.01,0.07,-0.05,-0.10,-0.06,0.08
0.509,0.01,0.07,-0.05,-0.10,-0.06,0.08
0.511,0.01,0.07,-0.05,-0.08,-0.02,0.10
0.512,0.01,0.07,-0.05,-0.03,-0.02,0.06
0.513,0.01,0.06,-0.05,-0.03,-0.02,0.06
0.514,0.01,0.05,-0.05,-0.03,-0.02,0.06
0.514,0.01,0.05,-0.05,-0.01,-0.04,0.07
0.517,0.01,0.05,-0.05,-0.01,-0.04,0.07
0.519,0.01,0.05,-0.05,-0.06,-0.02,0.04
0.523,0.01,0.05,-0.05,-0.02,-0.04,0.05
0.524,0.01,0.05,-0.05,-0.02,-0.04,0.05
0.528,0.01,0.05,-0.05,-0.03,-0.06,0.10
0.528,0.01,0.05,-0.05,-0.03,-0.06,0.10
0.542,0.02,0.05,-0.04,-0.03,-0.06,0.10
0.544,0.02,0.05,-0.04,-0.02,-0.09,0.08
0.545,0.02,0.06,-0.04,-0.02,-0.09,0.08
0.545,0.02,0.06,-0.04,-0.03,-0.11,0.06
0.546,0.02,0.06,-0.04,-0.00,-0.11,0.04
0.547,0.02,0.07,-0.04,-0.00,-0.11,0.04
0.548,0.02,0.07,-0.04,0.03,-0.08,0.06
0.549,0.02,0.08,-0.04,0.03,-0.08,0.06
0.553,0.03,0.09,-0.03,0.03,-0.08,0.06
0.555,0.03,0.09,-0.03,0.04,-0.07,0.03
0.559,0.03,0.09,-0.03,0.09,-0.09,-0.02
0.56,0.02,0.10,-0.02,0.09,-0.09,-0.02
0.562,0.02,0.12,-0.02,0.09,-0.09,-0.02
0.563,0.02,0.12,-0.02,0.11,-0.08,-0.01
0.568,0.03,0.13,-0.02,0.11,-0.08,-0.01
0.569,0.03,0.13,-0.02,0.07,-0.08,-0.01
0.572,0.03,0.14,-0.01,0.07,-0.08,-0.01
0.573,0.03,0.14,-0.01,0.06,-0.06,0.03
0.577,0.03,0.14,-0.01,0.04,-0.11,0.03
0.578,0.03,0.15,-0.01,0.04,-0.11,0.03
0.584,0.04,0.15,-0.01,0.04,-0.11,0.03
0.585,0.04,0.15,-0.01,-0.03,-0.10,0.07
0.587,0.04,0.15,-0.01,-0.03,-0.10,0.07
0.588,0.04,0.15,-0.01,-0.07,-0.13,0.05
0.592,0.05,0.14,-0.00,-0.07,-0.13,0.05
0.593,0.05,0.14,-0.00,-0.09,-0.17,0.02
0.599,0.05,0.14,-0.00,-0.11,-0.16,-0.01
0.6,0.05,0.14,-0.00,-0.11,-0.16,-0.01
0.603,0.05,0.13,-0.00,-0.11,-0.16,-0.01
0.604,0.05,0.13,-0.00,-0.14,-0.18,0.03
0.608,0.06,0.11,-0.00,-0.14,-0.18,0.03
0.609,0.06,0.11,-0.00,-0.14,-0.19,0.04
0.613,0.06,0.10,-0.00,-0.14,-0.19,0.04
0.615,0.06,0.10,-0.00,-0.14,-0.20,0.05
0.618,0.07,0.10,-0.00,-0.14,-0.20,0.05
0.62,0.07,0.10,-0.00,-0.13,-0.22,0.08
0.623,0.07,0.09,-0.00,-0.13,-0.22,0.08
0.624,0.07,0.09,-0.00,-0.11,-0.21,0.08
0.628,0.08,0.08,-0.00,-0.11,-0.21,0.08
0.629,0.08,0.08,-0.00,-0.12,-0.19,0.04
0.633,0.08,0.07,-0.00,-0.12,-0.19,0.04
0.634,0.08,0.07,-0.00,-0.16,-0.16,0.02
0.638,0.08,0.07,-0.00,-0.23,-0.13,-0.06
0.639,0.09,0.06,-0.00,-0.23,-0.13,-0.06
0.643,0.10,0.05,-0.00,-0.23,-0.13,-0.06
0.644,0.10,0.05,-0.00,-0.25,-0.13,-0.02
0.659,0.10,0.04,-0.00,-0.25,-0.13,-0.02
0.66,0.10,0.04,-0.00,-0.24,-0.05,-0.04
0.661,0.10,0.04,0.00,-0.24,-0.05,-0.04
0.662,0.10,0.04,0.00,-0.28,-0.02,-0.01
0.663,0.10,0.04,0.00,-0.33,-0.01,0.06
0.664,0.10,0.03,0.00,-0.33,-0.01,0.06
0.665,0.10,0.01,0.01,-0.33,-0.01,0.06
0.666,0.10,0.01,0.01,-0.32,-0.02,0.11
0.678,0.10,-0.01,0.01,-0.32,-0.02,0.11
0.68,0.10,-0.01,0.01,-0.29,0.01,0.15
0.681,0.10,-0.04,0.02,-0.29,0.01,0.15
0.682,0.10,-0.04,0.02,-0.26,-0.00,0.14
0.683,0.10,-0.04,0.02,-0.21,-0.07,0.17
0.684,0.10,-0.05,0.02,-0.21,-0.07,0.17
0.685,0.10,-0.08,0.01,-0.21,-0.07,0.17
0.686,0.10,-0.08,0.01,-0.19,-0.06,0.18
0.693,0.10,-0.09,0.01,-0.19,-0.06,0.18
0.694,0.10,-0.09,0.01,-0.17,-0.10,0.18
0.695,0.10,-0.10,0.02,-0.17,-0.10,0.18
0.696,0.10,-0.10,0.02,-0.14,-0.15,0.21
0.699,0.10,-0.10,0.02,-0.07,-0.12,0.14
0.701,0.09,-0.11,0.01,-0.07,-0.12,0.14
0.704,0.09,-0.12,0.01,-0.07,-0.12,0.14
0.705,0.09,-0.12,0.01,-0.08,-0.12,0.14
0.708,0.09,-0.12,0.01,-0.08,-0.12,0.14
0.709,0.09,-0.12,0.01,-0.06,-0.09,0.16
0.714,0.09,-0.13,0.02,-0.06,-0.09,0.16
0.715,0.09,-0.13,0.02,-0.02,-0.05,0.12
0.719,0.09,-0.13,0.02,0.03,-0.01,0.06
0.721,0.08,-0.14,0.01,0.03,-0.01,0.06
0.724,0.08,-0.14,0.01,0.03,-0.01,0.06
0.725,0.08,-0.14,0.01,0.04,-0.01,0.07
0.729,0.07,-0.14,0.01,0.04,-0.01,0.07
0.73,0.07,-0.14,0.01,0.06,-0.01,0.04
0.734,0.07,-0.13,0.01,0.06,-0.01,0.04
0.735,0.07,-0.13,0.01,0.03,0.03,0.09
0.749,0.07,-0.13,0.01,0.03,0.09,0.10
0.751,0.06,-0.12,0.01,0.03,0.09,0.10
0.753,0.06,-0.12,0.01,0.03,0.09,0.10
0.754,0.06,-0.12,0.01,0.05,0.07,0.13
0.755,0.05,-0.12,0.00,0.05,0.07,0.13
0.756,0.05,-0.12,0.00,0.02,0.12,0.22
0.757,0.05,-0.12,0.00,0.02,0.12,0.22
0.759,0.05,-0.12,0.00,-0.03,0.12,0.29
0.76,0.04,-0.12,0.01,-0.03,0.12,0.29
0.761,0.04,-0.12,0.01,-0.10,0.17,0.32
0.765,0.04,-0.12,0.01,-0.13,0.14,0.40
0.766,0.03,-0.12,0.01,-0.13,0.14,0.40
0.769,0.03,-0.13,0.01,-0.13,0.14,0.40
0.77,0.03,-0.13,0.01,-0.18,0.11,0.48
0.774,0.03,-0.13,0.01,-0.18,0.11,0.48
0.775,0.03,-0.13,0.01,-0.20,0.11,0.55
0.779,0.03,-0.13,0.01,-0.22,0.10,0.65
0.78,0.02,-0.14,0.01,-0.22,0.10,0.65
0.792,0.02,-0.14,0.01,-0.22,0.10,0.65
0.794,0.02,-0.14,0.01,-0.19,0.07,0.72
0.795,0.02,-0.15,0.01,-0.19,0.07,0.72
0.795,0.02,-0.15,0.01,-0.14,-0.01,0.79
0.796,0.02,-0.15,0.01,-0.06,-0.05,0.77
0.797,0.02,-0.15,0.02,-0.06,-0.05,0.77
0.801,0.02,-0.15,0.02,-0.01,-0.06,0.75
0.802,0.02,-0.17,0.02,-0.01,-0.06,0.75
0.805,0.01,-0.17,0.02,-0.01,-0.06,0.75
0.806,0.01,-0.17,0.02,0.04,-0.11,0.73
0.809,0.01,-0.17,0.01,0.04,-0.11,0.73
0.81,0.01,-0.17,0.01,0.09,-0.16,0.64
0.816,0.01,-0.17,0.01,0.08,-0.22,0.56
0.818,0.01,-0.17,0.01,0.08,-0.22,0.56
0.82,0.02,-0.16,0.01,0.08,-0.22,0.56
0.821,0.02,-0.16,0.01,0.04,-0.27,0.57
0.824,0.02,-0.15,0.00,0.04,-0.27,0.57
0.825,0.02,-0.15,0.00,0.01,-0.23,0.57
0.829,0.02,-0.14,0.00,0.01,-0.23,0.57
0.831,0.02,-0.14,0.00,-0.03,-0.23,0.50
0.835,0.02,-0.12,0.01,-0.03,-0.23,0.50
0.836,0.02,-0.12,0.01,-0.03,-0.27,0.43
0.84,0.02,-0.12,0.01,-0.03,-0.27,0.43
0.841,0.02,-0.10,0.01,-0.03,-0.27,0.43
0.844,0.03,-0.09,0.01,-0.03,-0.27,0.43
0.846,0.03,-0.09,0.01,-0.04,-0.25,0.45
0.85,0.03,-0.09,0.00,-0.04,-0.25,0.45
0.852,0.03,-0.09,0.00,-0.06,-0.27,0.40
0.854,0.03,-0.08,-0.00,-0.06,-0.27,0.40
0.855,0.03,-0.08,-0.00,-0.04,-0.25,0.40
0.86,0.03,-0.08,-0.00,-0.08,-0.22,0.34
0.86,0.03,-0.09,-0.01,-0.08,-0.22,0.34
0.865,0.03,-0.09,-0.01,-0.11,-0.17,0.30
0.868,0.03,-0.09,-0.01,-0.11,-0.17,0.30
0.87,0.03,-0.10,-0.01,-0.11,-0.17,0.30
0.871,0.03,-0.10,-0.01,-0.11,-0.12,0.22
0.875,0.03,-0.10,-0.01,-0.11,-0.12,0.22
0.875,0.03,-0.10,-0.01,-0.13,-0.12,0.16
0.882,0.03,-0.10,-0.01,-0.13,-0.06,0.13
0.884,0.03,-0.10,-0.01,-0.13,-0.06,0.13
0.885,0.02,-0.10,-0.01,-0.13,-0.06,0.13
0.886,0.02,-0.10,-0.01,-0.14,-0.02,0.08
0.89,0.02,-0.10,-0.01,-0.11,-0.05,0.08
0.891,0.02,-0.10,-0.01,-0.11,-0.05,0.08
0.895,0.02,-0.10,-0.01,-0.07,-0.04,0.06
0.896,0.02,-0.10,-0.01,-0.07,-0.04,0.06
0.9,0.01,-0.10,-0.02,-0.07,-0.04,0.06
0.902,0.01,-0.10,-0.02,-0.08,-0.05,0.03
0.905,0.01,-0.10,-0.02,-0.08,-0.05,0.03
0.905,0.01,-0.10,-0.02,-0.10,-0.01,0.06
0.91,0.01,-0.10,-0.02,-0.10,-0.01,0.06
0.911,0.01,-0.10,-0.02,-0.13,0.01,0.05
0.916,0.00,-0.11,-0.01,-0.13,0.01,0.05
0.918,0.00,-0.11,-0.01,-0.09,0.01,0.03
0.92,-0.00,-0.11,-0.02,-0.09,0.01,0.03
0.921,-0.00,-0.11,-0.02,-0.09,0.00,0.05
0.925,-0.01,-0.11,-0.02,-0.09,0.00,0.05
0.926,-0.01,-0.11,-0.02,-0.09,0.01,0.06
0.938,-0.02,-0.12,-0.02,-0.09,0.01,0.06
0.94,-0.02,-0.12,-0.02,-0.06,-0.00,0.10
0.941,-0.02,-0.12,-0.02,-0.06,-0.00,0.10
0.942,-0.02,-0.12,-0.02,-0.09,0.01,0.15
0.943,-0.02,-0.12,-0.02,-0.12,0.01,0.20
0.943,-0.02,-0.13,-0.02,-0.12,0.01,0.20
0.945,-0.02,-0.15,-0.02,-0.12,0.01,0.20
0.946,-0.02,-0.15,-0.02,-0.14,-0.03,0.22
0.951,-0.03,-0.15,-0.02,-0.14,-0.03,0.22
0.953,-0.03,-0.15,-0.02,-0.18,-0.07,0.23
0.955,-0.03,-0.16,-0.02,-0.18,-0.07,0.23
0.956,-0.03,-0.16,-0.02,-0.16,-0.08,0.29
0.961,-0.03,-0.16,-0.02,-0.16,-0.06,0.32
0.962,-0.04,-0.17,-0.02,-0.16,-0.06,0.32
0.967,-0.04,-0.17,-0.03,-0.16,-0.06,0.32
0.968,-0.04,-0.17,-0.03,-0.16,-0.14,0.36
0.971,-0.04,-0.18,-0.03,-0.16,-0.14,0.36
0.972,-0.04,-0.18,-0.03,-0.13,-0.14,0.39
0.976,-0.04,-0.19,-0.03,-0.13,-0.14,0.39
0.976,-0.04,-0.19,-0.03,-0.13,-0.09,0.42
0.982,-0.04,-0.19,-0.03,-0.13,-0.13,0.48
0.985,-0.04,-0.21,-0.03,-0.13,-0.13,0.48
0.986,-0.04,-0.22,-0.04,-0.13,-0.13,0.48
0.986,-0.04,-0.22,-0.04,-0.14,-0.16,0.47
0.999,-0.04,-0.22,-0.04,-0.14,-0.16,0.47
1.0,-0.04,-0.22,-0.04,-0.16,-0.17,0.47
1.005,-0.04,-0.22,-0.04,-0.16,-0.17,0.47
1.006,-0.04,-0.22,-0.04,-0.16,-0.16,0.48
1.007,-0.03,-0.22,-0.03,-0.16,-0.16,0.48
1.008,-0.03,-0.22,-0.03,-0.18,-0.17,0.52
1.009,-0.03,-0.22,-0.03,-0.18,-0.17,0.52
1.01,-0.03,-0.22,-0.03,-0.12,-0.20,0.55
1.011,-0.03,-0.22,-0.03,-0.10,-0.25,0.56
1.012,-0.03,-0.23,-0.03,-0.10,-0.25,0.56
1.018,-0.03,-0.23,-0.03,-0.04,-0.23,0.55
1.019,-0.03,-0.23,-0.03,-0.04,-0.23,0.55
1.022,-0.03,-0.23,-0.03,0.02,-0.22,0.58
1.022,-0.03,-0.24,-0.04,0.02,-0.22,0.58
1.026,-0.03,-0.24,-0.04,0.02,-0.18,0.57
1.027,-0.03,-0.25,-0.04,0.02,-0.18,0.57
1.033,-0.03,-0.25,-0.04,0.12,-0.14,0.60
1.034,-0.02,-0.27,-0.05,0.12,-0.14,0.60
1.036,-0.02,-0.27,-0.05,0.09,-0.14,0.56
1.037,-0.03,-0.29,-0.05,0.09,-0.14,0.56
1.041,-0.03,-0.29,-0.05,0.06,-0.07,0.49
1.042,-0.03,-0.30,-0.05,0.06,-0.07,0.49
1.046,-0.04,-0.30,-0.05,0.06,-0.07,0.49
1.047,-0.04,-0.30,-0.05,0.11,-0.03,0.45
1.051,-0.04,-0.30,-0.05,0.16,-0.05,0.40
1.052,-0.04,-0.30,-0.05,0.16,-0.05,0.40
1.056,-0.04,-0.30,-0.05,0.15,-0.05,0.39
1.057,-0.03,-0.30,-0.05,0.15,-0.05,0.39
1.061,-0.03,-0.30,-0.05,0.09,-0.09,0.33
1.062,-0.03,-0.29,-0.05,0.09,-0.09,0.33
1.071,-0.03,-0.26,-0.04,0.09,-0.09,0.33
1.073,-0.03,-0.26,-0.04,0.07,-0.11,0.23
1.074,-0.03,-0.26,-0.04,0.05,-0.05,0.21
1.075,-0.02,-0.22,-0.03,0.05,-0.05,0.21
1.078,-0.02,-0.22,-0.03,0.04,-0.12,0.16
1.079,-0.02,-0.19,-0.03,0.04,-0.12,0.16
1.084,-0.02,-0.19,-0.03,0.07,-0.20,0.18
1.086,-0.03,-0.17,-0.02,0.07,-0.20,0.18
1.087,-0.03,-0.17,-0.02,0.05,-0.23,0.30
1.088,-0.02,-0.16,-0.02,0.05,-0.23,0.30
1.091,-0.02,-0.16,-0.02,-0.01,-0.28,0.34
1.092,-0.02,-0.16,-0.02,-0.01,-0.28,0.34
1.096,-0.02,-0.16,-0.02,-0.05,-0.29,0.31
1.097,-0.01,-0.16,-0.02,-0.05,-0.29,0.31
1.101,-0.00,-0.16,-0.01,-0.05,-0.29,0.31
1.103,-0.00,-0.16,-0.01,-0.01,-0.26,0.25
1.106,0.01,-0.17,-0.00,-0.01,-0.26,0.25
1.107,0.01,-0.17,-0.00,0.00,-0.25,0.21
1.111,0.01,-0.17,-0.00,-0.07,-0.25,0.10
1.112,0.01,-0.16,-0.00,-0.07,-0.25,0.10
1.117,0.01,-0.16,-0.00,-0.04,-0.20,0.00
1.119,0.02,-0.15,0.00,-0.04,-0.20,0.00
1.121,0.02,-0.15,0.00,-0.05,-0.22,-0.09
1.122,0.02,-0.14,0.00,-0.05,-0.22,-0.09
