
time,wx,wy,wz,ax,ay,az
0.109,-0.00,-0.01,-0.02,-0.05,0.09,-0.01
0.113,-0.00,-0.02,-0.02,-0.05,0.09,-0.01
0.114,-0.00,-0.02,-0.02,-0.03,0.07,-0.03
0.118,-0.01,-0.02,-0.02,-0.03,0.07,-0.03
0.12,-0.01,-0.02,-0.02,-0.02,0.04,0.01
0.123,-0.01,-0.02,-0.02,-0.02,0.04,0.01
0.124,-0.01,-0.02,-0.02,0.00,0.05,0.02
0.128,-0.01,-0.02,-0.02,-0.01,0.02,0.05
0.129,-0.01,-0.03,-0.02,-0.01,0.02,0.05
0.134,-0.00,-0.03,-0.02,-0.01,0.02,0.05
0.134,-0.00,-0.03,-0.02,0.01,0.05,0.02
0.139,-0.01,-0.03,-0.02,0.01,0.05,0.02
0.14,-0.01,-0.03,-0.02,0.00,0.05,0.01
0.144,-0.01,-0.03,-0.02,0.02,0.02,0.01
0.144,-0.01,-0.03,-0.02,0.02,0.02,0.01
0.148,-0.01,-0.02,-0.02,0.02,0.02,0.01
0.149,-0.01,-0.02,-0.02,0.05,0.01,0.02
0.165,-0.01,-0.02,-0.02,0.04,-0.03,0.03
0.166,-0.01,-0.02,-0.02,0.04,-0.03,0.03
0.167,-0.01,-0.02,-0.02,0.04,-0.04,0.05
0.167,-0.01,-0.02,-0.01,0.04,-0.04,0.05
0.168,-0.01,-0.02,-0.01,0.04,-0.04,0.05
0.17,-0.01,-0.02,-0.01,0.07,-0.07,0.05
0.171,-0.01,-0.02,-0.01,0.05,-0.04,0.07
0.172,-0.01,-0.02,-0.01,0.05,-0.04,0.07
0.191,-0.01,-0.02,-0.01,0.05,-0.04,0.07
0.192,-0.01,-0.02,-0.01,0.04,-0.02,0.05
0.193,-0.01,-0.02,-0.01,0.02,-0.04,0.06
0.194,-0.01,-0.02,-0.01,0.02,-0.04,0.06
0.195,-0.01,-0.02,-0.01,0.02,-0.04,0.06
0.196,-0.01,-0.02,-0.01,-0.01,-0.01,0.02
0.197,-0.01,-0.02,-0.01,-0.02,-0.02,0.07
0.198,-0.00,-0.02,-0.01,-0.02,-0.02,0.07
0.199,-0.00,-0.02,-0.01,-0.02,-0.02,0.07
0.2,-0.00,-0.02,-0.01,-0.02,-0.03,0.05
0.2,-0.00,-0.02,-0.01,-0.02,-0.04,0.04
0.201,0.00,-0.01,-0.01,-0.02,-0.04,0.04
0.205,-0.00,-0.01,-0.01,-0.02,-0.04,0.04
0.206,-0.00,-0.01,-0.01,-0.00,-0.01,-0.01
0.212,-0.00,-0.01,-0.01,0.00,-0.06,0.01
0.213,-0.01,0.00,-0.01,0.00,-0.06,0.01
0.214,-0.01,0.00,-0.01,0.00,-0.06,0.01
0.215,-0.01,0.00,-0.01,0.01,-0.05,0.04
0.219,-0.01,0.00,-0.01,0.01,-0.07,0.10
0.22,-0.01,0.01,-0.01,0.01,-0.07,0.10
0.224,-0.01,0.01,-0.01,0.01,-0.07,0.10
0.226,-0.01,0.01,-0.01,-0.01,-0.09,0.10
0.248,-0.01,0.02,-0.01,-0.01,-0.09,0.10
0.249,-0.01,0.02,-0.01,-0.01,-0.07,0.13
0.25,-0.01,0.02,-0.01,-0.01,-0.07,0.13
0.251,-0.01,0.02,-0.01,0.01,-0.05,0.06
0.252,-0.00,0.02,-0.01,0.01,-0.05,0.06
0.253,-0.00,0.02,-0.01,0.01,-0.02,0.02
0.254,-0.01,0.02,-0.01,0.01,-0.02,0.02
0.255,-0.01,0.02,-0.01,-0.04,-0.02,-0.01
0.256,-0.01,0.02,-0.01,-0.04,-0.02,-0.01
0.258,-0.01,0.02,-0.01,-0.05,-0.02,0.00
0.259,-0.01,0.02,-0.01,-0.05,-0.02,0.00
0.26,-0.01,0.02,-0.01,-0.08,0.01,0.06
0.261,-0.01,0.02,-0.01,-0.05,0.03,0.09
0.262,-0.00,0.02,-0.01,-0.05,0.03,0.09
0.267,0.00,0.01,-0.01,-0.05,0.03,0.09
0.268,0.00,0.01,-0.01,-0.04,0.01,0.08
0.27,0.00,0.01,-0.01,-0.02,0.02,0.09
0.271,0.00,0.01,-0.01,-0.02,0.02,0.09
0.275,0.00,0.02,-0.01,-0.02,0.02,0.09
0.276,0.00,0.02,-0.01,-0.00,0.03,0.08
0.28,-0.00,0.02,-0.01,-0.00,0.03,0.08
0.281,-0.00,0.02,-0.01,0.05,0.03,0.08
0.285,-0.00,0.02,-0.01,0.05,0.02,0.10
0.286,-0.00,0.02,-0.01,0.05,0.02,0.10
0.29,-0.00,0.02,-0.01,0.03,0.06,0.15
0.29,-0.01,0.02,-0.02,0.03,0.06,0.15
0.295,-0.01,0.02,-0.02,0.08,0.05,0.11
0.296,-0.01,0.03,-0.02,0.08,0.05,0.11
0.3,-0.00,0.03,-0.02,0.08,0.05,0.11
0.301,-0.00,0.03,-0.02,0.09,0.04,0.07
0.315,-0.01,0.03,-0.02,0.09,0.04,0.07
0.315,-0.01,0.03,-0.02,0.07,0.05,0.04
0.316,-0.01,0.04,-0.02,0.07,0.05,0.04
0.316,-0.01,0.04,-0.02,0.11,0.05,0.06
0.317,-0.01,0.04,-0.02,0.03,0.06,0.08
0.317,-0.01,0.04,-0.03,0.03,0.06,0.08
0.32,-0.01,0.05,-0.03,0.03,0.06,0.08
0.321,-0.01,0.05,-0.03,-0.00,0.05,0.12
0.325,-0.01,0.06,-0.03,-0.00,0.05,0.12
0.326,-0.01,0.06,-0.03,0.03,0.01,0.08
0.33,-0.00,0.07,-0.03,0.03,0.01,0.08
0.331,-0.00,0.07,-0.03,0.01,0.03,0.08
0.336,-0.00,0.07,-0.03,0.03,0.03,0.05
0.336,-0.00,0.07,-0.03,0.03,0.03,0.05
0.341,-0.01,0.07,-0.04,0.03,0.03,0.05
0.341,-0.01,0.07,-0.04,0.03,0.01,0.03
0.345,-0.01,0.07,-0.04,-0.03,0.01,0.05
0.346,-0.01,0.07,-0.04,-0.03,0.01,0.05
0.351,-0.01,0.07,-0.04,0.01,-0.03,0.08
0.351,-0.01,0.08,-0.03,0.01,-0.03,0.08
0.356,-0.01,0.08,-0.03,0.01,-0.03,0.08
0.356,-0.01,0.08,-0.03,0.02,-0.00,0.06
0.361,-0.00,0.08,-0.04,0.02,-0.00,0.06
0.361,-0.00,0.08,-0.04,-0.02,0.04,0.04
0.366,-0.00,0.08,-0.04,-0.01,0.08,0.01
0.366,-0.00,0.08,-0.03,-0.01,0.08,0.01
0.371,-0.00,0.09,-0.03,-0.01,0.08,0.01
0.372,-0.00,0.09,-0.03,0.01,0.08,0.01
0.382,-0.01,0.10,-0.03,0.01,0.08,0.01
0.383,-0.01,0.10,-0.03,0.01,0.08,-0.01
0.384,-0.01,0.11,-0.03,0.01,0.08,-0.01
0.384,-0.01,0.11,-0.03,0.03,0.08,0.05
0.385,-0.01,0.11,-0.03,0.03,0.08,0.05
0.386,-0.01,0.11,-0.03,-0.02,0.09,0.10
0.39,-0.01,0.11,-0.03,0.01,0.08,0.06
0.392,-0.01,0.12,-0.03,0.01,0.08,0.06
0.395,-0.01,0.12,-0.03,0.05,0.04,0.02
0.396,-0.01,0.12,-0.03,0.05,0.04,0.02
0.401,-0.01,0.12,-0.03,0.08,0.03,0.03
0.401,-0.01,0.13,-0.03,0.08,0.03,0.03
0.406,-0.01,0.13,-0.03,0.07,-0.01,0.10
0.408,-0.01,0.13,-0.03,0.07,-0.01,0.10
0.411,-0.01,0.14,-0.03,0.07,-0.01,0.10
0.412,-0.01,0.14,-0.03,0.08,-0.03,0.14
0.416,-0.01,0.14,-0.03,0.04,-0.03,0.12
0.417,-0.01,0.14,-0.03,0.04,-0.03,0.12
0.422,-0.01,0.14,-0.03,0.04,-0.01,0.12
0.424,-0.01,0.15,-0.03,0.04,-0.01,0.12
0.426,-0.01,0.15,-0.03,0.04,-0.01,0.12
0.427,-0.01,0.15,-0.03,0.03,0.00,0.11
0.431,-0.01,0.15,-0.02,0.03,0.00,0.11
0.432,-0.01,0.15,-0.02,-0.04,-0.02,0.16
0.436,-0.01,0.15,-0.02,-0.07,-0.03,0.21
0.437,-0.01,0.15,-0.02,-0.07,-0.03,0.21
0.441,-0.01,0.15,-0.02,-0.06,-0.03,0.22
0.442,-0.01,0.14,-0.02,-0.06,-0.03,0.22
0.446,-0.01,0.13,-0.02,-0.06,-0.03,0.22
0.447,-0.01,0.13,-0.02,-0.05,-0.01,0.22
0.451,-0.01,0.13,-0.02,-0.06,-0.04,0.21
0.452,-0.00,0.12,-0.02,-0.06,-0.04,0.21
0.466,0.00,0.12,-0.01,-0.06,-0.04,0.21
0.467,0.00,0.12,-0.01,-0.06,-0.01,0.20
0.468,0.00,0.12,-0.01,-0.06,-0.01,0.20
0.468,0.00,0.12,-0.01,-0.07,0.00,0.12
0.469,-0.00,0.12,-0.01,-0.07,0.00,0.12
0.47,-0.00,0.12,-0.01,-0.04,0.00,0.12
0.474,-0.00,0.12,-0.01,-0.03,0.03,0.15
0.478,0.00,0.13,-0.02,-0.03,0.03,0.15
0.479,0.00,0.14,-0.02,-0.03,0.03,0.15
0.481,0.00,0.14,-0.02,0.05,0.00,0.16
0.498,-0.00,0.15,-0.02,0.05,0.00,0.16
0.498,-0.00,0.15,-0.02,0.01,-0.01,0.16
0.499,-0.00,0.15,-0.02,0.01,-0.01,0.16
0.5,-0.00,0.15,-0.02,-0.04,-0.00,0.19
0.501,0.00,0.16,-0.03,-0.04,-0.00,0.19
0.502,0.00,0.16,-0.03,-0.06,0.00,0.20
0.503,0.01,0.15,-0.03,-0.06,0.00,0.20
0.504,0.01,0.15,-0.03,-0.07,0.01,0.20
0.504,0.01,0.15,-0.02,-0.07,0.01,0.20
0.505,0.01,0.15,-0.02,-0.11,0.01,0.19
0.506,0.01,0.14,-0.02,-0.11,0.01,0.19
0.507,0.01,0.14,-0.02,-0.07,-0.01,0.16
0.515,0.01,0.13,-0.02,-0.07,-0.01,0.16
0.516,0.01,0.13,-0.02,-0.02,-0.03,0.18
0.517,0.01,0.13,-0.02,-0.04,0.02,0.16
0.517,0.01,0.11,-0.02,-0.04,0.02,0.16
0.523,0.01,0.11,-0.02,-0.05,0.01,0.14
0.524,0.01,0.10,-0.02,-0.05,0.01,0.14
0.527,0.01,0.09,-0.02,-0.05,0.01,0.14
0.527,0.01,0.09,-0.02,-0.00,-0.01,0.18
0.531,0.01,0.09,-0.02,0.04,0.05,0.19
0.532,0.01,0.08,-0.02,0.04,0.05,0.19
0.538,0.01,0.08,-0.02,0.01,0.05,0.18
0.54,0.01,0.07,-0.03,0.01,0.05,0.18
0.541,0.02,0.06,-0.03,0.01,0.05,0.18
0.542,0.02,0.06,-0.03,0.02,0.05,0.19
0.547,0.02,0.06,-0.03,0.07,0.09,0.16
0.547,0.02,0.05,-0.03,0.07,0.09,0.16
0.552,0.02,0.04,-0.04,0.07,0.09,0.16
0.553,0.02,0.04,-0.04,0.01,0.12,0.17
0.557,0.02,0.04,-0.04,-0.04,0.14,0.16
0.558,0.02,0.04,-0.04,-0.04,0.14,0.16
0.562,0.02,0.04,-0.04,-0.08,0.14,0.15
0.562,0.02,0.03,-0.05,-0.08,0.14,0.15
0.567,0.02,0.02,-0.05,-0.08,0.14,0.15
0.568,0.02,0.02,-0.05,-0.07,0.11,0.11
0.573,0.02,0.02,-0.05,-0.06,0.09,0.10
0.574,0.02,0.02,-0.06,-0.06,0.09,0.10
0.577,0.02,0.01,-0.06,-0.06,0.09,0.10
0.578,0.02,0.01,-0.06,-0.08,0.07,0.08
0.582,0.03,-0.01,-0.06,-0.08,0.07,0.08
0.583,0.03,-0.01,-0.06,-0.15,0.04,0.15
0.598,0.03,-0.05,-0.06,-0.15,0.04,0.15
0.599,0.03,-0.05,-0.06,-0.03,0.12,0.13
0.6,0.02,-0.07,-0.08,-0.03,0.12,0.13
0.601,0.02,-0.07,-0.08,0.12,0.15,0.14
0.601,0.03,-0.08,-0.09,0.12,0.15,0.14
0.602,0.03,-0.08,-0.09,0.13,0.15,0.17
0.603,0.03,-0.08,-0.09,0.13,0.15,0.17
0.604,0.03,-0.08,-0.09,0.09,0.21,0.20
0.608,0.03,-0.08,-0.10,0.09,0.21,0.20
0.61,0.03,-0.08,-0.10,0.06,0.15,0.22
0.613,0.03,-0.08,-0.10,0.05,0.13,0.20
0.614,0.03,-0.08,-0.10,0.05,0.13,0.20
0.617,0.03,-0.08,-0.11,0.05,0.13,0.20
0.618,0.03,-0.08,-0.11,0.04,0.06,0.25
0.623,0.03,-0.09,-0.12,0.04,0.06,0.25
0.624,0.03,-0.09,-0.12,0.02,0.04,0.23
0.628,0.03,-0.10,-0.13,0.02,0.04,0.23
0.629,0.03,-0.10,-0.13,0.01,0.08,0.28
0.632,0.04,-0.12,-0.13,0.01,0.08,0.28
0.633,0.04,-0.12,-0.13,-0.00,0.11,0.30
0.639,0.04,-0.12,-0.13,0.02,0.11,0.21
0.641,0.04,-0.13,-0.13,0.02,0.11,0.21
0.642,0.03,-0.14,-0.14,0.02,0.11,0.21
0.643,0.03,-0.14,-0.14,0.09,0.07,0.15
0.647,0.02,-0.15,-0.15,0.09,0.07,0.15
0.648,0.02,-0.15,-0.15,0.13,0.10,0.18
0.652,0.02,-0.15,-0.15,-0.10,0.19,0.24
0.653,0.02,-0.14,-0.15,-0.10,0.19,0.24
0.657,0.03,-0.12,-0.14,-0.10,0.19,0.24
0.659,0.03,-0.12,-0.14,-0.12,0.19,0.17
0.662,0.03,-0.12,-0.14,-0.12,0.24,0.02
0.663,0.04,-0.10,-0.13,-0.12,0.24,0.02
0.667,0.04,-0.10,-0.13,-0.06,0.26,-0.04
0.668,0.04,-0.07,-0.12,-0.06,0.26,-0.04
0.672,0.03,-0.05,-0.11,-0.06,0.26,-0.04
0.674,0.03,-0.05,-0.11,0.01,0.27,-0.08
0.677,0.02,-0.04,-0.11,0.01,0.27,-0.08
0.678,0.02,-0.04,-0.11,0.02,0.20,-0.09
0.683,0.02,-0.04,-0.11,0.05,0.16,-0.00
0.683,0.01,-0.02,-0.11,0.05,0.16,-0.00
0.689,0.00,-0.02,-0.11,0.05,0.16,-0.00
0.69,0.00,-0.02,-0.11,0.10,0.16,0.15
0.693,0.00,-0.02,-0.11,0.08,0.18,0.20
0.694,0.01,-0.02,-0.12,0.08,0.18,0.20
0.698,0.01,-0.03,-0.13,0.08,0.18,0.20
0.698,0.01,-0.03,-0.13,-0.01,0.19,0.29
0.703,0.01,-0.05,-0.13,-0.01,0.19,0.29
0.704,0.01,-0.05,-0.13,-0.13,0.19,0.42
0.708,0.01,-0.05,-0.13,-0.39,0.19,0.34
0.709,0.03,-0.08,-0.13,-0.39,0.19,0.34
0.713,0.03,-0.08,-0.13,-0.43,0.27,0.18
0.714,0.04,-0.10,-0.13,-0.43,0.27,0.18
0.718,0.04,-0.13,-0.13,-0.43,0.27,0.18
0.719,0.04,-0.13,-0.13,-0.47,0.20,0.19
0.732,0.04,-0.16,-0.12,-0.47,0.20,0.19
0.733,0.04,-0.16,-0.12,-0.55,0.14,0.19
0.734,0.04,-0.17,-0.11,-0.55,0.14,0.19
0.735,0.04,-0.17,-0.11,-0.46,0.14,0.18
0.748,0.04,-0.17,-0.09,-0.46,0.14,0.18
0.749,0.04,-0.17,-0.09,-0.40,0.11,0.17
0.751,0.04,-0.17,-0.09,-0.29,0.11,0.24
0.752,0.04,-0.17,-0.08,-0.29,0.11,0.24
0.755,0.05,-0.15,-0.07,-0.29,0.11,0.24
0.756,0.06,-0.14,-0.06,-0.29,0.11,0.24
0.758,0.06,-0.14,-0.06,-0.10,0.14,0.27
0.759,0.06,-0.14,-0.06,-0.03,0.14,0.24
0.76,0.06,-0.14,-0.06,-0.02,0.16,0.02
0.761,0.05,-0.12,-0.06,-0.02,0.16,0.02
0.762,0.05,-0.12,-0.06,0.01,0.16,0.01
0.763,0.03,-0.09,-0.06,0.01,0.16,0.01
0.764,0.03,-0.09,-0.05,0.01,0.16,0.01
0.765,0.03,-0.09,-0.05,0.02,0.21,0.36
0.774,0.03,-0.09,-0.05,0.04,0.19,0.43
0.776,0.04,-0.09,-0.04,0.04,0.19,0.43
0.776,0.04,-0.09,-0.04,0.01,0.16,0.34
0.777,0.06,-0.08,-0.04,0.01,0.16,0.34
0.778,0.06,-0.08,-0.04,-0.08,0.22,0.26
0.779,0.07,-0.08,-0.04,-0.08,0.22,0.26
0.783,0.08,-0.07,-0.03,-0.08,0.22,0.26
0.784,0.08,-0.07,-0.03,-0.15,0.28,0.18
0.789,0.08,-0.07,-0.03,-0.17,0.27,0.05
0.79,0.08,-0.06,-0.02,-0.17,0.27,0.05
0.793,0.08,-0.06,-0.02,-0.14,0.26,0.06
0.794,0.08,-0.04,-0.01,-0.14,0.26,0.06
0.798,0.08,-0.04,-0.01,-0.11,0.26,0.03
0.799,0.07,-0.03,0.00,-0.11,0.26,0.03
0.805,0.07,-0.03,0.00,-0.11,0.28,0.14
0.807,0.07,-0.02,0.01,-0.11,0.28,0.14
0.808,0.07,-0.02,0.01,-0.11,0.28,0.14
0.809,0.07,-0.02,0.01,-0.12,0.25,0.24
0.813,0.07,-0.02,0.01,-0.03,0.21,0.20
0.814,0.07,-0.03,0.02,-0.03,0.21,0.20
0.818,0.07,-0.03,0.02,-0.05,0.26,0.30
0.819,0.07,-0.04,0.02,-0.05,0.26,0.30
0.823,0.08,-0.05,0.02,-0.05,0.26,0.30
0.825,0.08,-0.05,0.02,-0.14,0.31,0.23
0.828,0.08,-0.05,0.02,-0.15,0.32,0.12
0.829,0.08,-0.05,0.03,-0.15,0.32,0.12
0.833,0.08,-0.05,0.03,-0.07,0.34,0.02
0.834,0.08,-0.05,0.03,-0.07,0.34,0.02
0.838,0.08,-0.05,0.03,-0.05,0.34,-0.03
0.84,0.08,-0.04,0.04,-0.05,0.34,-0.03
0.844,0.08,-0.04,0.03,-0.05,0.34,-0.03
0.844,0.08,-0.04,0.03,-0.03,0.33,-0.01
0.849,0.07,-0.03,0.03,-0.03,0.33,-0.01
0.849,0.07,-0.03,0.03,0.01,0.37,-0.01
0.862,0.07,-0.03,0.03,-0.06,0.40,-0.02
0.863,0.07,-0.02,0.03,-0.06,0.40,-0.02
0.864,0.08,-0.01,0.03,-0.06,0.40,-0.02
0.867,0.08,-0.01,0.03,-0.08,0.39,-0.03
0.868,0.08,-0.01,0.03,-0.08,0.39,-0.03
0.869,0.08,-0.01,0.03,-0.08,0.39,-0.01
0.87,0.08,-0.01,0.03,-0.08,0.39,-0.01
0.872,0.08,-0.01,0.03,-0.08,0.41,-0.03
0.878,0.08,-0.01,0.03,-0.04,0.38,-0.04
0.879,0.08,-0.01,0.04,-0.04,0.38,-0.04
0.88,0.07,0.00,0.03,-0.04,0.38,-0.04
0.881,0.07,0.00,0.03,-0.02,0.41,-0.08
0.884,0.07,0.00,0.03,-0.02,0.41,-0.08
0.885,0.07,0.00,0.03,0.00,0.40,-0.06
0.89,0.07,0.00,0.03,-0.02,0.40,-0.04
0.892,0.07,-0.00,0.03,-0.02,0.40,-0.04
0.895,0.07,-0.00,0.03,-0.06,0.41,-0.02
0.896,0.07,-0.01,0.03,-0.06,0.41,-0.02
0.899,0.07,-0.01,0.02,-0.06,0.41,-0.02
0.9,0.07,-0.01,0.02,-0.08,0.41,-0.07
0.905,0.07,-0.01,0.02,-0.08,0.41,-0.07
0.907,0.07,-0.01,0.02,-0.14,0.41,-0.13
0.909,0.07,-0.01,0.02,-0.14,0.41,-0.13
0.91,0.07,-0.01,0.02,-0.20,0.48,-0.18
0.915,0.07,-0.01,0.02,-0.21,0.50,-0.24
0.915,0.07,-0.01,0.03,-0.21,0.50,-0.24
0.919,0.06,-0.01,0.03,-0.21,0.50,-0.24
0.92,0.06,-0.01,0.03,-0.21,0.48,-0.21
0.924,0.06,-0.01,0.03,-0.21,0.49,-0.19
0.926,0.06,-0.02,0.04,-0.21,0.49,-0.19
0.929,0.06,-0.02,0.04,-0.19,0.45,-0.08
0.93,0.06,-0.03,0.04,-0.19,0.45,-0.08
0.934,0.06,-0.03,0.04,-0.06,0.38,-0.05
0.935,0.06,-0.04,0.05,-0.06,0.38,-0.05
0.94,0.06,-0.04,0.05,-0.07,0.36,-0.10
0.942,0.07,-0.04,0.05,-0.07,0.36,-0.10
0.944,0.07,-0.05,0.05,-0.07,0.36,-0.10
0.945,0.07,-0.05,0.05,-0.04,0.36,-0.09
0.95,0.07,-0.05,0.05,-0.04,0.36,-0.09
0.95,0.07,-0.05,0.05,0.04,0.32,-0.05
0.956,0.07,-0.04,0.05,0.04,0.32,-0.05
0.958,0.07,-0.04,0.05,-0.05,0.31,-0.00
0.959,0.07,-0.05,0.05,-0.05,0.31,-0.00
0.96,0.07,-0.05,0.05,-0.07,0.32,0.04
0.965,0.08,-0.05,0.06,-0.07,0.32,0.04
0.966,0.08,-0.05,0.06,-0.05,0.33,0.06
0.972,0.08,-0.05,0.06,-0.10,0.39,-0.02
0.974,0.08,-0.05,0.06,-0.10,0.39,-0.02
0.975,0.08,-0.05,0.06,-0.11,0.37,-0.17
0.976,0.08,-0.06,0.06,-0.11,0.37,-0.17
0.98,0.08,-0.05,0.06,-0.11,0.37,-0.17
0.981,0.08,-0.05,0.06,-0.06,0.39,-0.16
0.99,0.09,-0.04,0.06,-0.06,0.39,-0.16
0.991,0.09,-0.04,0.06,-0.06,0.39,-0.06
0.994,0.09,-0.02,0.06,-0.06,0.39,-0.06
0.995,0.09,-0.02,0.06,-0.06,0.35,0.03
0.996,0.09,-0.02,0.06,-0.10,0.36,0.04
0.997,0.10,-0.00,0.06,-0.10,0.36,0.04
1.0,0.10,-0.00,0.06,-0.07,0.40,0.07
1.002,0.10,0.01,0.07,-0.07,0.40,0.07
1.005,0.10,0.01,0.06,-0.07,0.40,0.07
1.006,0.10,0.01,0.06,-0.06,0.38,0.09
1.01,0.10,0.01,0.06,-0.06,0.38,0.09
1.011,0.10,0.01,0.06,-0.08,0.36,0.18
1.015,0.10,0.00,0.05,-0.08,0.36,0.18
1.016,0.10,0.00,0.05,-0.12,0.35,0.25
1.03,0.11,-0.02,0.05,-0.12,0.35,0.25
1.031,0.11,-0.02,0.05,-0.11,0.34,0.23
1.032,0.11,-0.03,0.05,-0.11,0.34,0.23
1.033,0.11,-0.03,0.05,-0.09,0.33,0.19
1.034,0.11,-0.03,0.05,-0.09,0.33,0.19
1.035,0.11,-0.03,0.05,-0.03,0.31,0.07
1.036,0.11,-0.03,0.05,-0.03,0.31,0.07
1.037,0.11,-0.03,0.05,-0.01,0.32,0.09
1.044,0.11,-0.03,0.05,-0.14,0.30,0.20
1.045,0.11,-0.04,0.04,-0.14,0.30,0.20
1.046,0.11,-0.04,0.04,-0.14,0.30,0.20
1.047,0.11,-0.04,0.04,-0.21,0.26,0.25
1.05,0.11,-0.04,0.04,-0.18,0.29,0.26
1.051,0.11,-0.05,0.04,-0.18,0.29,0.26
1.056,0.11,-0.05,0.04,-0.21,0.32,0.23
1.058,0.12,-0.06,0.04,-0.21,0.32,0.23
1.06,0.12,-0.06,0.04,-0.31,0.29,0.15
1.061,0.11,-0.06,0.04,-0.31,0.29,0.15
1.065,0.11,-0.06,0.04,-0.28,0.29,0.18
1.066,0.11,-0.07,0.04,-0.28,0.29,0.18
1.071,0.11,-0.08,0.04,-0.28,0.29,0.18
1.073,0.11,-0.08,0.04,-0.25,0.31,0.25
1.075,0.11,-0.10,0.05,-0.25,0.31,0.25
1.076,0.11,-0.10,0.05,-0.44,0.49,0.21
1.08,0.11,-0.13,0.06,-0.44,0.49,0.21
1.081,0.11,-0.13,0.06,-0.46,0.56,0.12
1.085,0.09,-0.17,0.07,-0.46,0.56,0.12
1.087,0.09,-0.17,0.07,-0.37,0.49,0.10
1.09,0.08,-0.20,0.08,-0.37,0.49,0.10
1.092,0.08,-0.20,0.08,-0.15,0.42,0.09
1.095,0.08,-0.20,0.08,-0.09,0.45,0.18
1.096,0.08,-0.24,0.07,-0.09,0.45,0.18
1.1,0.07,-0.28,0.06,-0.09,0.45,0.18
1.101,0.07,-0.28,0.06,-0.07,0.39,0.28
1.106,0.07,-0.32,0.06,-0.07,0.39,0.28
1.108,0.07,-0.32,0.06,-0.08,0.43,0.26
1.11,0.07,-0.35,0.05,-0.08,0.43,0.26
1.111,0.07,-0.35,0.05,-0.06,0.39,0.24
1.116,0.07,-0.35,0.05,-0.09,0.29,0.27
1.117,0.07,-0.37,0.05,-0.09,0.29,0.27
