
time,ax,ay,az,wx,wy,wz
0.053,-0.03,0.06,-0.01,-0.08,0.01,0.00
0.055,-0.03,0.06,-0.01,-0.07,0.01,0.01
0.057,-0.03,0.06,-0.01,-0.07,0.01,0.01
0.057,-0.04,0.05,0.01,-0.07,0.01,0.01
0.058,-0.04,0.05,0.01,-0.06,0.01,0.01
0.06,-0.04,0.05,0.01,-0.06,0.01,0.01
0.061,-0.02,0.05,-0.01,-0.06,0.01,0.01
0.062,-0.02,0.05,-0.01,-0.05,0.02,0.01
0.066,-0.02,0.05,-0.01,-0.04,0.02,0.01
0.066,-0.03,0.05,-0.00,-0.04,0.02,0.01
0.067,-0.03,0.05,-0.00,-0.04,0.02,0.01
0.068,-0.03,0.05,-0.00,-0.04,0.03,0.01
0.069,-0.03,0.04,-0.02,-0.04,0.03,0.01
0.07,-0.03,0.04,-0.02,-0.03,0.03,0.02
0.073,-0.03,0.04,-0.02,-0.03,0.03,0.02
0.073,-0.02,0.04,-0.04,-0.03,0.03,0.02
0.074,-0.02,0.04,-0.04,-0.02,0.03,0.02
0.077,-0.02,0.04,-0.04,-0.02,0.03,0.02
0.077,0.01,0.05,-0.09,-0.02,0.03,0.02
0.078,0.01,0.05,-0.09,-0.01,0.04,0.01
0.08,0.01,0.05,-0.09,-0.01,0.04,0.01
0.081,0.04,0.04,-0.10,-0.01,0.04,0.01
0.083,0.04,0.04,-0.10,-0.00,0.05,0.01
0.085,0.04,0.04,-0.10,-0.00,0.05,0.01
0.085,0.09,0.03,-0.15,-0.00,0.05,0.01
0.087,0.09,0.03,-0.15,0.01,0.05,0.01
0.089,0.09,0.03,-0.15,0.01,0.05,0.01
0.089,0.08,0.04,-0.14,0.01,0.05,0.01
0.09,0.08,0.04,-0.14,0.01,0.05,0.01
0.092,0.08,0.04,-0.14,0.02,0.05,0.01
0.093,0.07,0.03,-0.14,0.02,0.05,0.01
0.094,0.07,0.03,-0.14,0.03,0.04,0.01
0.096,0.07,0.03,-0.14,0.03,0.04,0.01
0.097,0.05,0.02,-0.11,0.03,0.04,0.01
0.111,0.05,0.02,-0.11,0.04,0.04,0.01
0.111,0.05,0.02,-0.11,0.04,0.04,0.01
0.112,0.06,0.01,-0.11,0.04,0.04,0.01
0.112,0.06,0.01,-0.11,0.04,0.04,0.01
0.112,0.06,0.01,-0.11,0.05,0.03,0.01
0.113,0.05,0.02,-0.09,0.05,0.03,0.01
0.113,0.05,0.02,-0.09,0.05,0.03,0.01
0.113,0.05,0.02,-0.09,0.05,0.03,0.00
0.114,0.09,0.03,-0.12,0.05,0.03,0.00
0.114,0.09,0.03,-0.12,0.05,0.03,0.00
0.114,0.09,0.03,-0.12,0.06,0.03,-0.00
0.114,0.09,0.02,-0.13,0.06,0.03,-0.00
0.115,0.09,0.02,-0.13,0.06,0.02,0.00
0.118,0.09,0.02,-0.13,0.06,0.02,-0.00
0.118,0.12,0.04,-0.17,0.06,0.02,-0.00
0.119,0.12,0.04,-0.17,0.06,0.01,-0.00
0.132,0.12,0.04,-0.17,0.06,0.01,-0.01
0.133,0.16,0.02,-0.16,0.06,0.01,-0.01
0.133,0.16,0.02,-0.16,0.06,0.00,-0.01
0.133,0.16,0.02,-0.16,0.06,-0.00,-0.01
0.134,0.17,0.04,-0.13,0.06,-0.00,-0.01
0.134,0.17,0.04,-0.13,0.06,-0.01,-0.01
0.134,0.17,0.04,-0.13,0.06,-0.01,-0.01
0.134,0.16,0.04,-0.09,0.06,-0.01,-0.01
0.135,0.16,0.04,-0.09,0.06,-0.02,-0.01
0.135,0.19,0.04,-0.05,0.06,-0.02,-0.01
0.135,0.19,0.04,-0.05,0.06,-0.02,-0.00
0.136,0.19,0.04,-0.05,0.06,-0.02,-0.01
0.139,0.19,0.04,-0.05,0.05,-0.02,-0.01
0.139,0.20,0.04,-0.02,0.05,-0.02,-0.01
0.14,0.20,0.04,-0.02,0.05,-0.02,-0.01
0.144,0.20,0.04,-0.02,0.05,-0.02,-0.00
0.144,0.21,0.01,-0.00,0.05,-0.02,-0.00
0.145,0.21,0.01,-0.00,0.04,-0.01,-0.01
0.145,0.21,0.01,-0.00,0.04,-0.01,-0.00
0.145,0.23,0.01,-0.00,0.04,-0.01,-0.00
0.146,0.23,0.01,-0.00,0.04,-0.01,-0.00
0.149,0.23,0.01,-0.00,0.04,-0.00,-0.00
0.15,0.21,0.01,0.00,0.04,-0.00,-0.00
0.15,0.21,0.01,0.00,0.03,-0.00,-0.00
0.152,0.21,0.01,0.00,0.03,0.00,-0.00
0.153,0.19,0.01,0.03,0.03,0.00,-0.00
0.154,0.19,0.01,0.03,0.03,0.01,0.00
0.156,0.19,0.01,0.03,0.03,0.01,-0.00
0.157,0.15,-0.01,0.03,0.03,0.01,-0.00
0.158,0.15,-0.01,0.03,0.02,0.01,0.00
0.16,0.15,-0.01,0.03,0.02,0.02,0.00
0.161,0.12,-0.00,0.04,0.02,0.02,0.00
0.162,0.12,-0.00,0.04,0.02,0.02,0.00
0.165,0.11,0.02,0.03,0.02,0.02,0.00
0.165,0.11,0.02,0.03,0.01,0.03,0.00
0.167,0.11,0.02,0.03,0.01,0.03,0.01
0.168,0.11,0.02,0.03,0.01,0.03,0.01
0.169,0.09,0.01,0.01,0.01,0.03,0.01
0.17,0.09,0.01,0.01,0.01,0.04,0.01
0.172,0.09,0.01,0.01,0.01,0.04,0.01
0.173,0.06,0.02,0.02,0.01,0.04,0.01
0.174,0.06,0.02,0.02,0.00,0.04,0.00
0.176,0.06,0.02,0.02,-0.00,0.04,0.00
0.177,0.03,0.03,0.01,-0.00,0.04,0.00
0.178,0.03,0.03,0.01,-0.01,0.04,0.01
0.18,0.03,0.03,0.01,-0.01,0.04,0.00
0.18,0.02,0.05,-0.01,-0.01,0.04,0.00
0.182,0.02,0.05,-0.01,-0.01,0.04,0.01
0.184,0.02,0.05,-0.01,-0.01,0.04,0.00
0.185,-0.02,0.04,-0.04,-0.01,0.04,0.00
0.186,-0.02,0.04,-0.04,-0.02,0.04,0.01
0.188,-0.02,0.04,-0.04,-0.02,0.03,0.00
0.189,-0.04,0.04,-0.05,-0.02,0.03,0.00
0.19,-0.04,0.04,-0.05,-0.03,0.03,0.00
0.192,-0.04,0.04,-0.05,-0.03,0.03,0.00
0.193,-0.07,0.05,-0.06,-0.03,0.03,0.00
0.194,-0.07,0.05,-0.06,-0.03,0.03,0.00
0.196,-0.08,0.06,-0.08,-0.03,0.03,0.00
0.196,-0.08,0.06,-0.08,-0.04,0.02,0.00
0.198,-0.08,0.06,-0.08,-0.04,0.02,0.00
0.211,-0.08,0.06,-0.08,-0.04,0.02,0.00
0.211,-0.08,0.06,-0.09,-0.04,0.02,0.00
0.212,-0.08,0.06,-0.09,-0.04,0.01,-0.00
0.212,-0.08,0.06,-0.09,-0.04,0.01,-0.00
0.212,-0.08,0.06,-0.11,-0.04,0.01,-0.00
0.213,-0.08,0.06,-0.11,-0.05,0.01,-0.00
0.213,-0.08,0.06,-0.11,-0.05,0.00,-0.00
0.213,-0.11,0.08,-0.10,-0.05,0.00,-0.00
0.213,-0.11,0.08,-0.10,-0.05,-0.00,-0.00
0.214,-0.11,0.08,-0.10,-0.05,-0.01,-0.00
0.214,-0.14,0.10,-0.09,-0.05,-0.01,-0.00
0.214,-0.14,0.10,-0.09,-0.06,-0.01,-0.00
0.216,-0.20,0.09,-0.09,-0.06,-0.01,-0.00
0.216,-0.20,0.09,-0.09,-0.06,-0.02,-0.00
0.218,-0.20,0.09,-0.09,-0.06,-0.02,-0.00
0.22,-0.20,0.09,-0.09,-0.06,-0.03,-0.00
0.221,-0.24,0.11,-0.09,-0.06,-0.03,-0.00
0.222,-0.24,0.11,-0.09,-0.06,-0.04,-0.00
0.224,-0.24,0.11,-0.09,-0.06,-0.04,-0.00
0.225,-0.28,0.10,-0.08,-0.06,-0.04,-0.00
0.226,-0.28,0.10,-0.08,-0.06,-0.04,0.00
0.228,-0.28,0.10,-0.08,-0.06,-0.05,0.00
0.229,-0.31,0.13,-0.09,-0.06,-0.05,0.00
0.23,-0.31,0.13,-0.09,-0.06,-0.06,0.00
0.233,-0.31,0.13,-0.09,-0.07,-0.06,0.00
0.233,-0.33,0.15,-0.09,-0.07,-0.06,0.00
0.234,-0.33,0.15,-0.09,-0.07,-0.07,0.01
0.236,-0.33,0.15,-0.09,-0.07,-0.07,0.01
0.237,-0.37,0.18,-0.08,-0.07,-0.07,0.01
0.238,-0.37,0.18,-0.08,-0.07,-0.07,0.01
0.24,-0.37,0.18,-0.08,-0.08,-0.08,0.01
0.241,-0.39,0.20,-0.11,-0.08,-0.08,0.01
0.242,-0.39,0.20,-0.11,-0.08,-0.08,0.02
0.244,-0.39,0.20,-0.11,-0.09,-0.08,0.02
0.244,-0.39,0.20,-0.11,-0.09,-0.08,0.02
0.246,-0.39,0.20,-0.11,-0.09,-0.08,0.02
0.249,-0.39,0.20,-0.11,-0.09,-0.09,0.02
0.25,-0.39,0.20,-0.12,-0.09,-0.09,0.02
0.25,-0.39,0.20,-0.12,-0.09,-0.08,0.02
0.252,-0.39,0.20,-0.12,-0.10,-0.09,0.02
0.252,-0.38,0.19,-0.12,-0.10,-0.09,0.02
0.254,-0.38,0.19,-0.12,-0.10,-0.09,0.02
0.256,-0.38,0.19,-0.12,-0.10,-0.09,0.03
0.257,-0.36,0.18,-0.13,-0.10,-0.09,0.03
0.258,-0.36,0.18,-0.13,-0.11,-0.08,0.03
0.26,-0.36,0.18,-0.13,-0.11,-0.08,0.03
0.261,-0.34,0.16,-0.13,-0.11,-0.08,0.03
0.262,-0.34,0.16,-0.13,-0.12,-0.08,0.03
0.264,-0.34,0.16,-0.13,-0.12,-0.07,0.03
0.264,-0.30,0.13,-0.12,-0.12,-0.07,0.03
0.266,-0.30,0.13,-0.12,-0.12,-0.07,0.03
0.268,-0.30,0.13,-0.12,-0.13,-0.07,0.03
0.268,-0.26,0.12,-0.10,-0.13,-0.07,0.03
0.27,-0.26,0.12,-0.10,-0.13,-0.06,0.03
0.272,-0.26,0.12,-0.10,-0.13,-0.06,0.02
0.273,-0.22,0.10,-0.05,-0.13,-0.06,0.02
0.274,-0.22,0.10,-0.05,-0.13,-0.05,0.02
0.276,-0.22,0.10,-0.05,-0.14,-0.05,0.02
0.277,-0.18,0.08,0.01,-0.14,-0.05,0.02
0.278,-0.18,0.08,0.01,-0.13,-0.04,0.02
0.28,-0.18,0.08,0.01,-0.13,-0.04,0.01
0.28,-0.13,0.05,0.07,-0.13,-0.04,0.01
0.283,-0.13,0.05,0.07,-0.13,-0.03,0.02
0.284,-0.13,0.05,0.07,-0.13,-0.03,0.01
0.284,-0.08,0.01,0.15,-0.13,-0.03,0.01
0.286,-0.08,0.01,0.15,-0.12,-0.02,0.01
0.288,-0.08,0.01,0.15,-0.12,-0.02,0.01
0.289,-0.07,-0.00,0.19,-0.12,-0.02,0.01
0.29,-0.07,-0.00,0.19,-0.12,-0.02,0.00
0.292,-0.07,-0.00,0.19,-0.11,-0.02,-0.00
0.292,-0.03,0.00,0.25,-0.11,-0.02,-0.00
0.294,-0.03,0.00,0.25,-0.11,-0.01,-0.01
0.296,-0.03,0.00,0.25,-0.10,-0.01,-0.01
0.299,-0.03,-0.02,0.28,-0.10,-0.01,-0.01
0.299,-0.03,-0.02,0.28,-0.10,-0.01,-0.01
0.311,-0.03,-0.02,0.28,-0.09,-0.01,-0.01
0.311,0.01,-0.01,0.29,-0.09,-0.01,-0.01
0.312,0.01,-0.01,0.29,-0.08,-0.01,-0.02
0.312,0.01,-0.01,0.29,-0.07,-0.01,-0.02
0.312,0.04,-0.01,0.33,-0.07,-0.01,-0.02
0.312,0.04,-0.01,0.33,-0.07,-0.01,-0.02
0.313,0.04,-0.01,0.33,-0.06,-0.01,-0.02
0.313,0.06,-0.02,0.33,-0.06,-0.01,-0.02
0.313,0.06,-0.02,0.33,-0.06,-0.01,-0.02
0.314,0.06,-0.02,0.33,-0.05,-0.00,-0.03
0.314,0.07,-0.01,0.29,-0.05,-0.00,-0.03
0.314,0.07,-0.01,0.29,-0.05,-0.00,-0.03
0.316,0.07,-0.01,0.29,-0.04,-0.00,-0.03
0.317,0.08,-0.02,0.26,-0.04,-0.00,-0.03
0.318,0.08,-0.02,0.26,-0.04,-0.00,-0.03
0.32,0.08,-0.02,0.26,-0.03,-0.00,-0.04
0.321,0.07,-0.01,0.22,-0.03,-0.00,-0.04
0.322,0.07,-0.01,0.22,-0.03,-0.00,-0.04
0.324,0.07,-0.01,0.22,-0.02,-0.00,-0.04
0.324,0.06,-0.01,0.18,-0.02,-0.00,-0.04
0.326,0.06,-0.01,0.18,-0.02,-0.01,-0.04
0.328,0.06,-0.01,0.18,-0.02,-0.01,-0.04
0.328,0.05,-0.01,0.16,-0.02,-0.01,-0.04
0.33,0.05,-0.01,0.16,-0.01,-0.01,-0.04
0.332,0.05,-0.01,0.16,-0.01,-0.01,-0.04
0.333,0.06,-0.01,0.11,-0.01,-0.01,-0.04
0.333,0.06,-0.01,0.11,-0.01,-0.01,-0.04
0.336,0.06,-0.01,0.11,-0.01,-0.01,-0.04
0.336,0.05,-0.01,0.05,-0.01,-0.01,-0.04
0.337,0.05,-0.01,0.05,-0.01,-0.02,-0.04
0.34,0.05,-0.01,0.05,-0.01,-0.02,-0.04
0.34,0.05,0.01,-0.00,-0.01,-0.02,-0.04
0.342,0.05,0.01,-0.00,-0.01,-0.02,-0.04
0.344,0.05,0.01,-0.00,-0.01,-0.02,-0.04
0.344,0.02,0.01,-0.03,-0.01,-0.02,-0.04
0.345,0.02,0.01,-0.03,-0.02,-0.03,-0.04
0.348,0.02,0.01,-0.03,-0.02,-0.03,-0.03
0.348,0.00,0.04,-0.06,-0.02,-0.03,-0.03
0.349,0.00,0.04,-0.06,-0.02,-0.04,-0.03
0.352,0.00,0.04,-0.06,-0.02,-0.04,-0.04
0.352,-0.01,0.03,-0.10,-0.02,-0.04,-0.04
0.354,-0.01,0.03,-0.10,-0.03,-0.05,-0.03
0.356,-0.01,0.03,-0.10,-0.04,-0.05,-0.03
0.356,-0.01,0.04,-0.16,-0.04,-0.05,-0.03
0.358,-0.01,0.04,-0.16,-0.04,-0.06,-0.03
0.36,-0.01,0.04,-0.16,-0.04,-0.07,-0.02
0.36,-0.02,0.03,-0.20,-0.04,-0.07,-0.02
0.361,-0.02,0.03,-0.20,-0.05,-0.06,-0.02
0.364,-0.03,0.03,-0.22,-0.05,-0.06,-0.02
0.364,-0.03,0.03,-0.22,-0.06,-0.07,-0.02
0.365,-0.03,0.03,-0.22,-0.06,-0.07,-0.01
0.368,-0.03,0.03,-0.22,-0.07,-0.07,-0.01
0.368,-0.02,0.05,-0.21,-0.07,-0.07,-0.01
0.369,-0.02,0.05,-0.21,-0.07,-0.07,-0.01
0.372,-0.02,0.05,-0.21,-0.08,-0.06,-0.01
0.372,0.01,0.04,-0.20,-0.08,-0.06,-0.01
0.373,0.01,0.04,-0.20,-0.09,-0.06,-0.01
0.376,0.01,0.04,-0.20,-0.09,-0.06,-0.00
0.376,0.06,0.05,-0.20,-0.09,-0.06,-0.00
0.377,0.06,0.05,-0.20,-0.10,-0.06,-0.00
0.38,0.06,0.05,-0.20,-0.10,-0.06,-0.00
0.38,0.08,0.04,-0.21,-0.10,-0.06,-0.00
0.382,0.08,0.04,-0.21,-0.11,-0.06,-0.00
0.384,0.08,0.04,-0.21,-0.11,-0.05,-0.00
0.384,0.08,0.05,-0.19,-0.11,-0.05,-0.00
0.385,0.08,0.05,-0.19,-0.11,-0.05,-0.00
0.388,0.08,0.05,-0.19,-0.12,-0.05,-0.00
0.388,0.08,0.05,-0.14,-0.12,-0.05,-0.00
0.389,0.08,0.05,-0.14,-0.12,-0.05,-0.00
0.392,0.08,0.05,-0.14,-0.12,-0.04,0.00
0.392,0.07,0.05,-0.11,-0.12,-0.04,0.00
0.393,0.07,0.05,-0.11,-0.13,-0.04,0.00
0.396,0.07,0.05,-0.11,-0.13,-0.04,-0.00
0.396,0.08,0.02,-0.08,-0.13,-0.04,-0.00
0.397,0.08,0.02,-0.08,-0.13,-0.04,0.00
0.406,0.08,0.02,-0.08,-0.13,-0.04,-0.00
0.407,0.07,0.02,-0.06,-0.13,-0.04,-0.00
0.407,0.07,0.02,-0.06,-0.13,-0.04,-0.00
0.407,0.07,0.02,-0.06,-0.13,-0.04,-0.00
0.408,0.08,0.05,-0.01,-0.13,-0.04,-0.00
0.408,0.08,0.05,-0.01,-0.13,-0.03,-0.00
0.408,0.08,0.05,-0.01,-0.13,-0.03,-0.01
0.409,0.08,0.04,0.02,-0.13,-0.03,-0.01
0.409,0.08,0.04,0.02,-0.12,-0.03,-0.01
0.412,0.08,0.04,0.02,-0.12,-0.02,-0.01
0.412,0.09,0.05,0.04,-0.12,-0.02,-0.01
0.413,0.09,0.05,0.04,-0.12,-0.02,-0.01
0.417,0.09,0.05,0.04,-0.12,-0.02,-0.01
0.418,0.09,0.06,0.07,-0.12,-0.02,-0.01
0.418,0.09,0.06,0.07,-0.11,-0.02,-0.01
0.42,0.09,0.06,0.07,-0.11,-0.01,-0.01
0.42,0.08,0.07,0.08,-0.11,-0.01,-0.01
0.421,0.08,0.07,0.08,-0.11,-0.01,-0.01
0.424,0.08,0.07,0.08,-0.11,-0.01,-0.01
0.424,0.07,0.08,0.08,-0.11,-0.01,-0.01
0.425,0.07,0.08,0.08,-0.10,-0.01,-0.01
0.428,0.07,0.08,0.08,-0.10,-0.01,-0.01
0.428,0.06,0.09,0.09,-0.10,-0.01,-0.01
0.431,0.06,0.09,0.09,-0.10,-0.00,-0.01
0.433,0.06,0.09,0.09,-0.09,-0.00,-0.02
0.433,0.06,0.10,0.08,-0.09,-0.00,-0.02
0.434,0.06,0.10,0.08,-0.09,-0.00,-0.02
0.436,0.06,0.10,0.08,-0.09,0.00,-0.02
0.436,0.05,0.10,0.09,-0.09,0.00,-0.02
0.437,0.05,0.10,0.09,-0.09,0.01,-0.02
0.44,0.05,0.10,0.09,-0.08,0.00,-0.02
0.44,0.04,0.10,0.07,-0.08,0.00,-0.02
0.441,0.04,0.10,0.07,-0.08,0.00,-0.02
0.444,0.04,0.10,0.07,-0.08,0.00,-0.02
0.444,0.03,0.11,0.09,-0.08,0.00,-0.02
0.445,0.03,0.11,0.09,-0.08,0.01,-0.02
0.447,0.03,0.11,0.09,-0.08,0.01,-0.02
0.448,0.03,0.11,0.08,-0.08,0.01,-0.02
0.449,0.03,0.11,0.08,-0.07,0.00,-0.02
0.451,0.03,0.11,0.08,-0.07,0.01,-0.02
0.452,0.02,0.10,0.08,-0.07,0.01,-0.02
0.453,0.02,0.10,0.08,-0.07,0.01,-0.01
0.456,0.02,0.10,0.08,-0.07,0.00,-0.01
0.456,0.02,0.10,0.07,-0.07,0.00,-0.01
0.457,0.02,0.10,0.07,-0.07,0.00,-0.02
0.459,0.02,0.10,0.07,-0.07,0.00,-0.01
0.46,0.01,0.09,0.08,-0.07,0.00,-0.01
0.461,0.01,0.09,0.08,-0.07,0.00,-0.02
0.463,0.01,0.09,0.08,-0.07,-0.00,-0.01
0.464,0.00,0.09,0.06,-0.07,-0.00,-0.01
0.466,0.00,0.09,0.06,-0.07,-0.00,-0.01
0.467,0.00,0.09,0.06,-0.07,-0.00,-0.01
0.468,0.01,0.09,0.04,-0.07,-0.00,-0.01
0.469,0.01,0.09,0.04,-0.07,-0.00,-0.01
0.472,0.01,0.09,0.04,-0.07,-0.01,-0.01
0.472,0.03,0.09,0.02,-0.07,-0.01,-0.01
0.473,0.03,0.09,0.02,-0.07,-0.01,-0.01
0.475,0.03,0.09,0.02,-0.07,-0.01,-0.01
0.476,0.02,0.09,0.01,-0.07,-0.01,-0.01
0.477,0.02,0.09,0.01,-0.07,-0.01,-0.01
0.479,0.02,0.09,0.01,-0.07,-0.02,-0.01
0.48,0.02,0.10,0.02,-0.07,-0.02,-0.01
0.481,0.02,0.10,0.02,-0.07,-0.02,-0.01
0.483,0.02,0.10,0.02,-0.07,-0.02,-0.01
0.484,0.02,0.10,0.03,-0.07,-0.02,-0.01
0.485,0.02,0.10,0.03,-0.07,-0.02,-0.01
0.488,0.02,0.10,0.03,-0.07,-0.02,-0.01
0.488,0.03,0.08,0.05,-0.07,-0.02,-0.01
0.489,0.03,0.08,0.05,-0.07,-0.02,-0.01
0.491,0.03,0.08,0.05,-0.07,-0.02,-0.01
0.492,0.02,0.09,0.06,-0.07,-0.02,-0.01
0.493,0.02,0.09,0.06,-0.07,-0.02,-0.01
0.495,0.02,0.09,0.06,-0.07,-0.03,-0.01
0.496,0.01,0.08,0.08,-0.07,-0.03,-0.01
0.497,0.01,0.08,0.08,-0.07,-0.03,-0.01
0.506,0.01,0.08,0.08,-0.07,-0.03,-0.01
0.506,0.01,0.07,0.09,-0.07,-0.03,-0.01
0.507,0.01,0.07,0.09,-0.07,-0.03,-0.01
0.507,0.01,0.07,0.09,-0.07,-0.03,-0.01
0.507,0.02,0.07,0.09,-0.07,-0.03,-0.01
0.508,0.02,0.07,0.09,-0.07,-0.03,-0.01
0.508,0.02,0.07,0.09,-0.07,-0.03,-0.01
0.508,0.02,0.05,0.09,-0.07,-0.03,-0.01
0.509,0.02,0.05,0.09,-0.07,-0.03,-0.01
0.511,0.02,0.05,0.09,-0.07,-0.03,-0.01
0.512,0.03,0.04,0.08,-0.07,-0.03,-0.01
0.513,0.03,0.04,0.08,-0.07,-0.03,-0.01
0.516,0.03,0.04,0.08,-0.07,-0.03,-0.01
0.516,0.02,0.04,0.08,-0.07,-0.03,-0.01
0.517,0.02,0.04,0.08,-0.06,-0.03,-0.01
0.519,0.02,0.04,0.08,-0.06,-0.03,-0.01
0.52,0.02,0.03,0.09,-0.06,-0.03,-0.01
0.521,0.02,0.03,0.09,-0.06,-0.03,-0.01
0.523,0.02,0.03,0.09,-0.06,-0.02,-0.01
0.524,0.04,0.03,0.08,-0.06,-0.02,-0.01
0.525,0.04,0.03,0.08,-0.06,-0.02,-0.01
0.527,0.04,0.03,0.08,-0.06,-0.02,-0.01
0.528,0.02,0.03,0.08,-0.06,-0.02,-0.01
0.529,0.02,0.03,0.08,-0.06,-0.02,-0.01
0.531,0.02,0.03,0.08,-0.06,-0.01,-0.01
0.531,0.03,0.02,0.10,-0.06,-0.01,-0.01
0.533,0.03,0.02,0.10,-0.06,-0.01,-0.01
0.535,0.03,0.02,0.09,-0.06,-0.01,-0.01
0.536,0.03,0.02,0.09,-0.06,-0.01,-0.01
0.537,0.03,0.02,0.09,-0.06,-0.00,-0.01
0.539,0.03,0.02,0.09,-0.05,-0.00,-0.01
0.54,0.02,0.02,0.08,-0.05,-0.00,-0.01
0.541,0.02,0.02,0.08,-0.05,-0.00,-0.01
0.543,0.02,0.02,0.08,-0.05,0.00,-0.01
0.544,0.03,0.01,0.09,-0.05,0.00,-0.01
0.545,0.03,0.01,0.09,-0.04,0.00,-0.01
0.547,0.03,0.01,0.09,-0.04,0.00,-0.01
0.547,0.05,0.02,0.09,-0.04,0.00,-0.01
0.549,0.05,0.02,0.09,-0.04,0.01,-0.01
0.551,0.05,0.02,0.09,-0.04,0.01,-0.01
0.551,0.04,0.01,0.07,-0.04,0.01,-0.01
0.553,0.04,0.01,0.07,-0.04,0.01,-0.02
0.556,0.04,0.01,0.07,-0.03,0.01,-0.02
0.556,0.05,0.01,0.08,-0.03,0.01,-0.02
0.557,0.05,0.01,0.08,-0.03,0.01,-0.02
0.559,0.05,0.01,0.08,-0.03,0.01,-0.02
0.56,0.06,0.02,0.06,-0.03,0.01,-0.02
0.561,0.06,0.02,0.06,-0.02,0.02,-0.02
0.564,0.06,0.02,0.06,-0.02,0.01,-0.02
0.564,0.06,0.02,0.05,-0.02,0.01,-0.02
0.566,0.06,0.02,0.05,-0.02,0.02,-0.02
0.567,0.06,0.02,0.05,-0.02,0.02,-0.02
0.567,0.07,0.02,0.02,-0.02,0.02,-0.02
0.569,0.07,0.02,0.02,-0.02,0.02,-0.02
0.571,0.07,0.02,0.02,-0.02,0.02,-0.02
0.572,0.08,0.03,-0.01,-0.02,0.02,-0.02
0.573,0.08,0.03,-0.01,-0.02,0.02,-0.02
0.575,0.08,0.03,-0.01,-0.02,0.02,-0.02
0.575,0.07,0.02,-0.05,-0.02,0.02,-0.02
0.577,0.07,0.02,-0.05,-0.02,0.02,-0.02
0.579,0.07,0.02,-0.05,-0.02,0.02,-0.03
0.579,0.05,0.01,-0.07,-0.02,0.02,-0.03
0.581,0.05,0.01,-0.07,-0.02,0.02,-0.02
0.583,0.05,0.01,-0.07,-0.02,0.02,-0.03
