
time,ax,ay,az,wx,wy,wz
0.429,0.56,-0.75,-0.07,0.54,0.36,-0.22
0.432,0.39,-0.79,-0.12,0.54,0.36,-0.22
0.432,0.39,-0.79,-0.12,0.54,0.35,-0.22
0.434,0.39,-0.79,-0.12,0.53,0.33,-0.21
0.436,0.29,-0.83,-0.22,0.53,0.33,-0.21
0.436,0.29,-0.83,-0.22,0.53,0.32,-0.21
0.438,0.29,-0.83,-0.22,0.52,0.30,-0.21
0.44,0.31,-0.82,-0.34,0.52,0.30,-0.21
0.44,0.31,-0.82,-0.34,0.51,0.27,-0.20
0.441,0.31,-0.82,-0.34,0.51,0.24,-0.20
0.444,0.56,-0.87,-0.47,0.51,0.24,-0.20
0.444,0.56,-0.87,-0.47,0.50,0.21,-0.20
0.445,0.56,-0.87,-0.47,0.49,0.17,-0.19
0.448,1.10,-0.94,-0.64,0.49,0.17,-0.19
0.448,1.10,-0.94,-0.64,0.48,0.13,-0.19
0.456,1.10,-0.94,-0.64,0.46,0.10,-0.18
0.457,1.36,-0.99,-0.78,0.46,0.10,-0.18
0.457,1.36,-0.99,-0.78,0.44,0.07,-0.15
0.458,1.36,-0.99,-0.78,0.40,0.02,-0.05
0.458,0.82,-1.47,-1.13,0.40,0.02,-0.05
0.458,0.82,-1.47,-1.13,0.34,-0.02,0.07
0.459,0.82,-1.47,-1.13,0.29,-0.07,0.17
0.46,-0.57,-2.59,-2.04,0.29,-0.07,0.17
0.46,-0.57,-2.59,-2.04,0.24,-0.15,0.26
0.461,-0.57,-2.59,-2.04,0.20,-0.24,0.35
0.464,-0.47,-2.51,-2.32,0.20,-0.24,0.35
0.464,-0.47,-2.51,-2.32,0.17,-0.34,0.44
0.471,-0.47,-2.51,-2.32,0.13,-0.45,0.52
0.472,-0.62,-2.36,-2.53,0.13,-0.45,0.52
0.472,-0.62,-2.36,-2.53,0.10,-0.55,0.59
0.472,-0.62,-2.36,-2.53,0.07,-0.64,0.66
0.473,-0.58,-2.21,-2.62,0.07,-0.64,0.66
0.473,-0.58,-2.21,-2.62,0.04,-0.73,0.71
0.474,-0.58,-2.21,-2.62,0.01,-0.79,0.77
0.476,-0.50,-2.00,-2.56,0.01,-0.79,0.77
0.476,-0.50,-2.00,-2.56,-0.03,-0.84,0.82
0.477,-0.50,-2.00,-2.56,-0.06,-0.87,0.87
0.48,-0.50,-2.00,-2.56,-0.11,-0.89,0.92
0.48,-0.39,-1.81,-2.47,-0.11,-0.89,0.92
0.481,-0.39,-1.81,-2.47,-0.15,-0.89,0.96
0.484,-0.20,-1.69,-2.48,-0.15,-0.89,0.96
0.484,-0.20,-1.69,-2.48,-0.20,-0.89,1.00
0.485,-0.20,-1.69,-2.48,-0.25,-0.88,1.03
0.488,0.10,-1.70,-2.46,-0.25,-0.88,1.03
0.488,0.10,-1.70,-2.46,-0.29,-0.87,1.06
0.49,0.10,-1.70,-2.46,-0.35,-0.86,1.08
0.492,0.41,-1.64,-2.46,-0.35,-0.86,1.08
0.492,0.41,-1.64,-2.46,-0.39,-0.84,1.09
0.493,0.41,-1.64,-2.46,-0.44,-0.83,1.11
0.495,0.72,-1.58,-2.46,-0.44,-0.83,1.11
0.496,0.72,-1.58,-2.46,-0.49,-0.81,1.11
0.497,0.72,-1.58,-2.46,-0.54,-0.79,1.11
0.5,1.07,-1.51,-2.40,-0.54,-0.79,1.11
0.5,1.07,-1.51,-2.40,-0.58,-0.76,1.10
0.501,1.07,-1.51,-2.40,-0.63,-0.74,1.08
0.504,1.39,-1.46,-2.39,-0.63,-0.74,1.08
0.504,1.39,-1.46,-2.39,-0.67,-0.71,1.06
0.507,1.39,-1.46,-2.39,-0.72,-0.68,1.04
0.508,1.74,-1.46,-2.36,-0.72,-0.68,1.04
0.508,1.74,-1.46,-2.36,-0.77,-0.65,1.01
0.509,1.74,-1.46,-2.36,-0.82,-0.62,0.97
0.512,2.07,-1.46,-2.35,-0.82,-0.62,0.97
0.512,2.07,-1.46,-2.35,-0.87,-0.58,0.93
0.513,2.07,-1.46,-2.35,-0.92,-0.55,0.89
0.515,2.07,-1.46,-2.35,-0.97,-0.51,0.84
0.516,2.30,-1.44,-2.34,-0.97,-0.51,0.84
0.517,2.30,-1.44,-2.34,-1.02,-0.48,0.80
0.519,2.44,-1.40,-2.31,-1.02,-0.48,0.80
0.52,2.44,-1.40,-2.31,-1.07,-0.44,0.74
0.521,2.44,-1.40,-2.31,-1.12,-0.41,0.68
0.523,2.45,-1.32,-2.26,-1.12,-0.41,0.68
0.524,2.45,-1.32,-2.26,-1.16,-0.38,0.63
0.525,2.45,-1.32,-2.26,-1.21,-0.35,0.57
0.527,2.40,-1.27,-2.20,-1.21,-0.35,0.57
0.528,2.40,-1.27,-2.20,-1.25,-0.31,0.52
0.529,2.40,-1.27,-2.20,-1.29,-0.28,0.46
0.531,2.20,-1.26,-2.14,-1.29,-0.28,0.46
0.532,2.20,-1.26,-2.14,-1.33,-0.24,0.41
0.533,2.20,-1.26,-2.14,-1.37,-0.21,0.36
0.535,1.93,-1.34,-2.01,-1.37,-0.21,0.36
0.536,1.93,-1.34,-2.01,-1.40,-0.17,0.31
0.537,1.93,-1.34,-2.01,-1.43,-0.13,0.27
0.54,1.52,-1.56,-1.86,-1.43,-0.13,0.27
0.54,1.52,-1.56,-1.86,-1.46,-0.09,0.24
0.541,1.52,-1.56,-1.86,-1.48,-0.05,0.22
0.543,1.52,-1.56,-1.86,-1.51,0.00,0.20
0.544,1.08,-1.87,-1.78,-1.51,0.00,0.20
0.545,1.08,-1.87,-1.78,-1.53,0.06,0.19
0.547,1.08,-1.87,-1.78,-1.55,0.11,0.18
0.548,0.71,-2.21,-1.72,-1.55,0.11,0.18
0.556,0.71,-2.21,-1.72,-1.58,0.16,0.16
0.557,0.63,-2.58,-1.63,-1.58,0.16,0.16
0.558,0.63,-2.58,-1.63,-1.60,0.19,0.15
0.558,0.63,-2.58,-1.63,-1.61,0.20,0.10
0.558,1.60,-3.09,-1.54,-1.61,0.20,0.10
0.559,1.60,-3.09,-1.54,-1.62,0.21,0.04
0.559,1.60,-3.09,-1.54,-1.62,0.22,-0.02
0.559,5.60,-4.57,-1.02,-1.62,0.22,-0.02
0.56,5.60,-4.57,-1.02,-1.61,0.24,-0.08
0.561,5.60,-4.57,-1.02,-1.59,0.24,-0.14
0.563,4.94,-4.31,-0.55,-1.59,0.24,-0.14
0.564,4.94,-4.31,-0.55,-1.57,0.24,-0.19
0.565,4.94,-4.31,-0.55,-1.55,0.21,-0.24
0.571,4.51,-4.10,-0.51,-1.55,0.21,-0.24
0.572,4.51,-4.10,-0.51,-1.52,0.18,-0.29
0.573,4.51,-4.10,-0.51,-1.48,0.15,-0.34
0.573,4.51,-4.10,-0.51,-1.45,0.12,-0.38
0.573,4.12,-3.90,-0.39,-1.45,0.12,-0.38
0.574,4.12,-3.90,-0.39,-1.41,0.10,-0.42
0.576,3.62,-3.68,-0.21,-1.41,0.10,-0.42
0.576,3.62,-3.68,-0.21,-1.37,0.09,-0.45
0.577,3.62,-3.68,-0.21,-1.34,0.08,-0.47
0.579,3.03,-3.48,-0.04,-1.34,0.08,-0.47
0.58,3.03,-3.48,-0.04,-1.30,0.08,-0.49
0.581,3.03,-3.48,-0.04,-1.26,0.09,-0.50
0.583,2.43,-3.35,0.09,-1.26,0.09,-0.50
0.584,2.43,-3.35,0.09,-1.23,0.10,-0.50
0.585,2.43,-3.35,0.09,-1.19,0.11,-0.50
0.587,1.84,-3.22,0.16,-1.19,0.11,-0.50
0.588,1.84,-3.22,0.16,-1.16,0.13,-0.49
0.589,1.84,-3.22,0.16,-1.13,0.13,-0.48
0.591,1.27,-3.14,0.10,-1.13,0.13,-0.48
